crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
color-eyre,23182061,3444411,2024-03-14T22:39:55.258549Z,2020-05-07T02:01:03.370402Z,0.6.3,"An error report handler for panics and eyre::Reports for colorful, consistent, and well formatted error reports for all kinds of errors.",https://github.com/eyre-rs/eyre
sqlx-sqlite,23178586,7364882,2025-01-04T04:30:22.186464Z,2019-11-27T06:25:00.214630Z,0.8.3,SQLite driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.,https://github.com/launchbadge/sqlx
num-format,23170189,5525384,2022-12-03T17:16:00.523753Z,2019-02-05T04:44:16.604302Z,0.4.4,"A Rust crate for producing string-representations of numbers, formatted according to international standards",https://github.com/bcmyers/num-format
foldhash,23153173,16861359,2025-03-15T20:10:19.156505Z,2024-08-12T20:31:10.097565Z,0.1.5,"A fast, non-cryptographic, minimally DoS-resistant hashing algorithm.",https://github.com/orlp/foldhash
bitmaps,23148364,3199177,2024-02-01T19:11:58.666570Z,2019-09-06T16:14:56.535961Z,3.2.1,Fixed size boolean arrays,https://github.com/bodil/bitmaps
metrics-util,23107613,5743011,2025-01-06T15:15:19.261508Z,2019-04-23T20:33:21.264380Z,0.19.0,Helper types/functions used by the metrics ecosystem.,https://github.com/metrics-rs/metrics
sqlx-postgres,23068172,7365633,2025-01-04T04:30:04.202099Z,2019-11-27T06:24:44.649590Z,0.8.3,PostgreSQL driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.,https://github.com/launchbadge/sqlx
parity-scale-codec-derive,23048789,3335084,2025-02-07T08:39:31.487803Z,2019-07-17T16:49:43.151460Z,3.7.4,Serialization and deserialization derive macro for Parity SCALE Codec,https://github.com/paritytech/parity-scale-codec
rocksdb,23018694,4046967,2024-12-24T11:08:00.018011Z,2014-11-29T07:22:18.358594Z,0.23.0,Rust wrapper for Facebook's RocksDB embeddable database,https://github.com/rust-rocksdb/rust-rocksdb
librocksdb-sys,22961630,4052114,2024-12-24T11:07:27.320112Z,2016-11-13T18:53:04.302098Z,6.20.3,Native bindings to librocksdb,https://github.com/rust-rocksdb/rust-rocksdb
sqlx-mysql,22924813,7229862,2025-01-04T04:30:13.817767Z,2019-11-27T06:24:47.299981Z,0.8.3,MySQL driver implementation for SQLx. Not for direct use; see the `sqlx` crate for details.,https://github.com/launchbadge/sqlx
cache-padded,22845272,526614,2023-05-12T03:54:50.034383Z,2020-05-25T22:49:57.976082Z,1.3.0,Prevent false sharing by padding and aligning to the length of a cache line,https://github.com/smol-rs/cache-padded
lalrpop-util,22829808,4065493,2025-01-21T18:34:33.561240Z,2015-07-26T11:13:20.409919Z,0.22.1,Runtime library for parsers generated by LALRPOP,https://github.com/lalrpop/lalrpop
slog,22785248,2085880,2024-01-05T09:14:23.105670Z,2016-06-12T23:00:53.182275Z,2.8.0-beta.2,"Structured, extensible, composable logging for Rust",https://github.com/slog-rs/slog
multihash,22773362,4825504,2024-12-06T21:47:17.149829Z,2015-12-28T18:03:22.539039Z,0.19.3,Implementation of the multihash format,https://github.com/multiformats/rust-multihash
vte,22766959,3382785,2025-02-02T16:23:10.564882Z,2016-09-18T00:27:19.461390Z,0.15.0,Parser for implementing terminal emulators,https://github.com/alacritty/vte
sized-chunks,22649290,2841703,2022-04-29T16:07:07.333880Z,2019-02-19T17:40:05.242784Z,0.7.0,Efficient sized chunk datatypes,https://github.com/bodil/sized-chunks
moka,22607144,8708170,2025-01-06T00:23:17.381171Z,2020-10-22T01:38:51.643451Z,0.12.10,A fast and concurrent cache library inspired by Java Caffeine,https://github.com/moka-rs/moka
object_store,22605554,5195846,2025-03-09T12:03:57.238571Z,2022-05-13T15:41:59.625632Z,0.12.0,"A generic object store interface for uniformly interacting with AWS S3, Google Cloud Storage, Azure Blob Storage and local files.",https://github.com/apache/arrow-rs/tree/main/object_store
humansize,22543177,3781127,2022-12-31T12:31:58.698587Z,2016-11-19T22:29:40.728514Z,2.1.3,A configurable crate to easily represent sizes in a human-readable format.,https://github.com/LeopoldArkham/humansize
seq-macro,22542579,6620984,2025-03-04T00:15:39.018851Z,2018-08-22T21:18:19.293265Z,0.3.6,Macro to repeat sequentially indexed copies of a fragment of code.,https://github.com/dtolnay/seq-macro
fixed-hash,22501200,2932837,2022-09-20T13:04:35.479805Z,2017-12-29T16:22:13.066199Z,0.8.0,Macros to define custom fixed-size hash types,https://github.com/paritytech/parity-common
fraction,22436316,6076493,2024-05-12T06:35:10.815037Z,2016-01-24T01:12:45.914179Z,0.15.3,Lossless fractions and decimals; drop-in float replacement,https://github.com/dnsl48/fraction.git
tokio-test,22424474,4454519,2024-03-14T21:10:42.417497Z,2019-02-21T21:18:05.646781Z,0.4.4,"Testing utilities for Tokio- and futures-based code
",https://github.com/tokio-rs/tokio
ipconfig,22400346,3848828,2023-06-06T11:36:56.458033Z,2017-09-09T23:23:21.539697Z,0.3.2,Get network adapters information and network configuration for windows.,https://github.com/liranringel/ipconfig
aws-sdk-s3,22274632,4058855,2025-03-31T20:34:52.493921Z,2021-05-07T19:40:06.911083Z,1.82.0,AWS SDK for Amazon Simple Storage Service,https://github.com/awslabs/aws-sdk-rust
aws-smithy-eventstream,22274434,4188687,2025-03-10T15:43:53.510375Z,2021-10-20T22:40:32.952487Z,0.60.8,Event stream logic for smithy-rs.,https://github.com/smithy-lang/smithy-rs
html5ever,22270303,3643736,2025-04-06T02:07:05.927849Z,2015-06-15T22:02:43.231782Z,0.31.0,High-performance browser-grade HTML5 parser,https://github.com/servo/html5ever
markup5ever,22254681,3704876,2025-04-06T02:06:51.789523Z,2017-02-25T21:47:06.765799Z,0.16.0,Common code for xml5ever and html5ever,https://github.com/servo/html5ever
no-std-compat,22090732,4834407,2020-08-09T08:39:42.206558Z,2019-04-20T20:59:23.805040Z,0.4.1,A `#![no_std]` compatibility layer that will make porting your crate to no_std *easy*.,https://gitlab.com/jD91mZM2/no-std-compat
deunicode,22076869,3473835,2025-03-16T00:54:36.596826Z,2018-05-05T19:10:46.167858Z,1.6.1,Convert Unicode strings to pure ASCII by intelligently transliterating them. Suppors Emoji and Chinese.,https://github.com/kornelski/deunicode/
wasm-encoder,22065313,4325378,2025-04-01T16:44:54.680680Z,2020-11-23T20:27:48.649675Z,0.228.0,"A low-level WebAssembly encoder.
",https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasm-encoder
simple_logger,22036247,4080168,2024-04-30T16:15:04.284744Z,2015-02-24T01:30:57.181649Z,5.0.0,A logger that prints all messages with a readable output format,https://github.com/borntyping/rust-simple_logger
publicsuffix,22035782,2665947,2024-11-14T00:03:48.419706Z,2016-12-28T20:54:23.790979Z,2.3.0,Extract root domain and suffix from a domain name,https://github.com/rushmorem/publicsuffix
libssh2-sys,22034644,2746104,2025-02-01T17:13:17.058134Z,2014-11-11T06:38:58.507796Z,0.3.1,Native bindings to the libssh2 library,https://github.com/alexcrichton/ssh2-rs
tonic-health,22025904,7077485,2025-03-25T19:14:32.619421Z,2020-04-01T18:46:23.203123Z,0.13.0,"Health Checking module of `tonic` gRPC implementation.
",https://github.com/hyperium/tonic
humantime-serde,21984406,4504863,2022-03-11T20:10:58.643233Z,2019-05-24T22:21:10.983268Z,1.1.1,Serde support for the `humantime` crate,https://github.com/jean-airoldie/humantime-serde
educe,21917350,6496592,2024-06-01T07:36:58.840438Z,2019-07-26T07:18:01.434946Z,0.6.0,This crate offers procedural macros designed to facilitate the swift implementation of Rust's built-in traits.,https://github.com/magiclen/educe
rcgen,21806219,3593415,2025-03-15T08:18:31.805039Z,2019-01-03T08:13:53.654703Z,0.13.2,Rust X.509 certificate generator,https://github.com/rustls/rcgen
findshlibs,21789978,6096172,2021-11-11T03:11:23.544215Z,2016-11-24T02:19:19.091031Z,0.10.2,Find the set of shared libraries loaded in the current process with a cross platform API,https://github.com/gimli-rs/findshlibs
sqlparser,21771352,7312937,2025-03-05T18:28:23.245222Z,2018-09-03T16:04:40.122401Z,0.55.0,Extensible SQL Lexer and Parser with support for ANSI SQL:2011,https://github.com/apache/datafusion-sqlparser-rs
sketches-ddsketch,21709529,5040925,2024-06-01T14:35:46.356351Z,2019-09-19T23:09:14.750114Z,0.3.0,"A direct port of the Golang DDSketch implementation.
",https://github.com/mheffner/rust-sketches-ddsketch
test-log,21699569,8263131,2025-01-18T18:40:01.413240Z,2021-06-29T15:08:36.371765Z,0.2.17,"A replacement of the #[test] attribute that initializes logging and/or
tracing infrastructure before running tests.
",https://github.com/d-e-s-o/test-log.git
pretty_env_logger,21656840,3282937,2023-05-18T13:53:58.790999Z,2016-12-29T21:40:51.235536Z,0.5.0,a visually pretty env_logger,https://github.com/seanmonstar/pretty-env-logger
os_info,21588857,2851218,2025-02-09T07:56:22.094088Z,2017-10-03T15:04:23.233153Z,3.10.0,Detect the operating system type and version.,https://github.com/stanislav-tkach/os_info
bit_field,21546017,4007891,2023-02-25T12:00:35.039244Z,2016-05-24T20:21:58.392931Z,0.10.2,"Simple bit field trait providing get_bit, get_bits, set_bit, and set_bits methods for Rust's integral types.",https://github.com/phil-opp/rust-bit-field
tendril,21540884,3404900,2022-03-27T22:33:14.354085Z,2015-06-24T23:18:12.932654Z,0.4.3,Compact buffer/string type for zero-copy parsing,https://github.com/servo/tendril
stacker,21453481,5707512,2025-03-18T20:47:19.641807Z,2015-07-15T07:14:55.888300Z,0.1.20,"A stack growth library useful when implementing deeply recursive algorithms that
may accidentally blow the stack.
",https://github.com/rust-lang/stacker
ark-std,21365563,4976037,2024-10-28T10:38:24.008067Z,2021-03-24T17:29:26.323096Z,0.5.0,A library for no_std compatibility,https://github.com/arkworks-rs/std
nonzero_ext,21355745,4610637,2021-08-21T15:57:43.150498Z,2018-09-15T15:04:43.714495Z,0.3.0,Extensions and additional traits for non-zero integer types,https://github.com/antifuchs/nonzero_ext
futf,21230675,3388635,2022-02-04T12:41:11.281402Z,2015-06-24T23:10:41.122611Z,0.1.5,Handling fragments of UTF-8,https://github.com/servo/futf
impl-codec,21196360,3284194,2025-02-11T15:13:12.681488Z,2018-12-02T14:03:27.008509Z,0.7.1,Parity Codec serialization support for uint and fixed hash.,
mio-uds,21115748,630055,2020-05-01T22:42:53.987750Z,2016-09-02T05:11:22.165533Z,0.6.8,"Unix domain socket bindings for mio
",https://github.com/deprecrated/mio-uds
smartstring,21088895,4971172,2022-03-24T18:30:52.441790Z,2020-05-15T20:47:14.005767Z,1.0.1,Compact inlined strings,https://github.com/bodil/smartstring
mac,21022251,3372038,2017-02-17T00:36:37.212039Z,2015-02-25T05:19:14.083134Z,0.1.1,A collection of great and ubiqutitous macros.,https://github.com/reem/rust-mac.git
miette-derive,21007402,3624399,2025-02-01T02:51:06.032271Z,2021-08-15T18:51:03.664675Z,7.5.0,Derive macros for miette. Like `thiserror` for Diagnostics.,https://github.com/zkat/miette
miette,21001689,3628536,2025-02-01T02:58:32.711442Z,2021-08-03T02:37:11.180152Z,7.5.0,Fancy diagnostic reporting library and protocol for us mere mortals who aren't compiler hackers.,https://github.com/zkat/miette
governor,20948415,4666870,2025-03-27T13:06:23.641517Z,2019-11-15T04:37:18.191097Z,0.10.0,A rate-limiting implementation in Rust,https://github.com/boinkor-net/governor.git
aws-smithy-checksums,20903955,3941151,2025-03-10T15:46:27.583266Z,2022-07-20T17:56:38.899689Z,0.63.1,Checksum calculation and verification callbacks,https://github.com/smithy-lang/smithy-rs
lzma-sys,20900888,4455295,2022-10-31T15:18:35.015053Z,2016-03-21T08:35:36.078685Z,0.1.20,"Raw bindings to liblzma which contains an implementation of LZMA and xz stream
encoding/decoding.

High level Rust bindings are available in the `xz2` crate.
",https://github.com/alexcrichton/xz2-rs
ark-serialize,20888059,4949253,2024-10-28T10:58:16.913428Z,2021-03-24T20:11:23.852015Z,0.5.0,A library for serializing types in the arkworks ecosystem,https://github.com/arkworks-rs/algebra
wast,20877879,2665407,2025-04-01T16:44:59.238489Z,2019-10-16T22:15:44.714072Z,228.0.0,"Customizable Rust parsers for the WebAssembly Text formats WAT and WAST
",https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wast
ark-ff-asm,20866593,4943922,2024-10-28T11:00:23.081019Z,2021-03-24T20:17:19.337532Z,0.5.0,A library for generating x86-64 assembly for finite field multiplication,https://github.com/arkworks-rs/algebra
ark-ff-macros,20836809,4943580,2024-10-28T10:59:20.193715Z,2021-03-24T20:14:24.351013Z,0.5.0,A library for generating x86-64 assembly for finite field multiplication,https://github.com/arkworks-rs/algebra
simba,20793023,4616054,2024-06-22T16:14:13.293372Z,2020-03-23T08:25:14.906428Z,0.9.0,SIMD algebra for Rust,https://github.com/dimforge/simba
reqwest-middleware,20706704,7974474,2025-04-08T14:54:58.312492Z,2021-08-12T18:30:16.136759Z,0.4.2,Wrapper around reqwest to allow for client middleware chains.,https://github.com/TrueLayer/reqwest-middleware
ark-ff,20692311,4929507,2024-10-28T11:01:35.306707Z,2021-03-24T21:26:41.251066Z,0.5.0,A library for finite fields,https://github.com/arkworks-rs/algebra
enum_dispatch,20670800,3748662,2024-03-28T16:25:44.789544Z,2018-12-17T16:24:59.613823Z,0.3.13,Near drop-in replacement for dynamic-dispatched method calls with up to 10x the speed,https://gitlab.com/antonok/enum_dispatch
tokio-io,20664389,729944,2020-02-05T00:25:14.955739Z,2017-03-15T16:44:53.532150Z,0.2.0-alpha.6,"Core I/O primitives for asynchronous I/O in Rust.
",https://github.com/tokio-rs/tokio
scheduled-thread-pool,20660173,1540253,2023-03-07T01:36:32.693097Z,2017-04-19T09:01:35.596924Z,0.2.7,A scheduled thread pool,https://github.com/sfackler/scheduled-thread-pool
version-compare,20658236,3188440,2024-03-16T11:36:15.494048Z,2017-03-13T15:02:45.354297Z,0.2.0,"Rust library to easily compare version numbers with no specific format, and test against various comparison operators.",https://gitlab.com/timvisee/version-compare
include_dir,20600510,4236457,2024-06-17T14:46:19.491634Z,2017-06-07T18:57:49.710748Z,0.7.4,Embed the contents of a directory in your binary,https://github.com/Michael-F-Bryan/include_dir
memmap,20587059,2409634,2018-09-20T05:11:46.005513Z,2015-08-22T02:57:41.545776Z,0.7.0,Cross-platform Rust API for memory-mapped file IO,https://github.com/danburkert/memmap-rs
compact_str,20583892,7105399,2025-02-25T03:43:37.578310Z,2021-09-20T01:29:08.474329Z,0.9.0,"A memory efficient string type that transparently stores strings on the stack, when possible",https://github.com/ParkMyCar/compact_str
unicode-properties,20535511,9084420,2024-09-30T17:58:19.121238Z,2023-07-27T18:42:44.247368Z,0.1.3,"Query character Unicode properties according to
UAX #44 and UTR #51.
",https://github.com/unicode-rs/unicode-properties
sentry-types,20519415,2544083,2025-04-01T11:44:33.280765Z,2018-03-25T22:30:37.109834Z,0.37.0,"Common reusable types for implementing the sentry.io protocol.
",https://github.com/getsentry/sentry-rust
tracing-error,20498784,2928397,2024-11-29T16:55:47.329388Z,2020-02-05T21:36:24.923730Z,0.2.1,"Utilities for enriching errors with `tracing`.
",https://github.com/tokio-rs/tracing
beef,20458700,3252448,2022-05-27T09:55:49.490487Z,2020-03-12T15:22:26.231878Z,0.5.2,More compact Cow,https://github.com/maciejhirsz/beef
impl-trait-for-tuples,20435645,3204434,2024-11-21T10:24:22.490641Z,2019-09-11T14:04:01.989516Z,0.2.3,"Attribute macro to implement a trait for tuples
",https://github.com/bkchr/impl-trait-for-tuples
auto_impl,20433190,5353717,2025-04-09T22:07:12.632059Z,2017-08-01T09:25:41.512344Z,1.3.0,Automatically implement traits for common smart pointers and closures,https://github.com/auto-impl-rs/auto_impl/
lalrpop,20427007,3490270,2025-01-21T19:47:45.551472Z,2015-07-26T11:48:49.391461Z,0.22.1,convenient LR(1) parser generator,https://github.com/lalrpop/lalrpop
aws-smithy-runtime,20415730,6025829,2025-03-25T23:47:24.837541Z,2023-04-06T11:08:04.307360Z,1.8.1,The new smithy runtime crate,https://github.com/smithy-lang/smithy-rs
arrow-buffer,20382315,5902477,2025-03-30T10:37:52.110Z,2022-09-19T21:05:31.950856Z,54.3.1,Buffer abstractions for Apache Arrow,https://github.com/apache/arrow-rs
shell-escape,20375044,2630070,2020-06-19T23:43:54.636190Z,2016-12-30T18:15:23.172777Z,0.1.5,Escape characters that may have a special meaning in a shell,https://github.com/sfackler/shell-escape
arrow-schema,20342080,5903708,2025-03-30T10:37:56.946131Z,2022-10-03T20:41:44.180413Z,54.3.1,Defines the logical types for arrow arrays,https://github.com/apache/arrow-rs
xz2,20341306,4412560,2022-06-06T17:07:19.438302Z,2016-03-21T08:56:28.055345Z,0.1.7,"Rust bindings to liblzma providing Read/Write streams as well as low-level
in-memory encoding/decoding.
",https://github.com/alexcrichton/xz2-rs
arrow-data,20323999,5895467,2025-03-30T10:38:03.903534Z,2022-10-03T20:42:03.513388Z,54.3.1,Array data abstractions for Apache Arrow,https://github.com/apache/arrow-rs
arrow-array,20318130,5893975,2025-03-30T10:38:12.376509Z,2022-10-03T20:42:44.292238Z,54.3.1,Array abstractions for Apache Arrow,https://github.com/apache/arrow-rs
aws-runtime,20294980,5994859,2025-03-11T21:52:39.532001Z,2023-04-06T11:08:39.425422Z,1.5.6,Runtime support code for the AWS SDK. This crate isn't intended to be used directly.,https://github.com/smithy-lang/smithy-rs
aws-smithy-runtime-api,20243715,5882879,2025-03-10T15:44:04.983131Z,2023-04-06T11:08:28.419982Z,1.7.4,Smithy runtime types.,https://github.com/smithy-lang/smithy-rs
